video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
5759.0,2026-08-17 20:50:45,@Andrea-rx8bf,,The chairs been holding this whole thing up,neutral,vader,Free,"It's okay. >> It's cool to be your parents. All right. Uh on deck is Dan Stevie. Coming to the stage right now. I haven't seen this next performer since the story days. I'm curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5760.0,2026-08-17 20:50:46,@JimboTheComic,,Yall behave ,neutral,vader,Free,"It's okay. >> It's cool to be your parents. All right. Uh on deck is Dan Stevie. Coming to the stage right now. I haven't seen this next performer since the story days. I'm curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5763.0,2026-08-17 20:50:49,@vergefavjr3436,,Mooooonnnnnniiiicccccaaa!,neutral,vader,Free,">> It's cool to be your parents. All right. Uh on deck is Dan Stevie. Coming to the stage right now. I haven't seen this next performer since the story days. I'm curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5763.0,2026-08-17 20:50:49,@Goddill,,Radical ,neutral,vader,Free,">> It's cool to be your parents. All right. Uh on deck is Dan Stevie. Coming to the stage right now. I haven't seen this next performer since the story days. I'm curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5767.0,2026-08-17 20:50:53,@ineverlutes,,wow,positive,vader,Free,"stage right now. I haven't seen this next performer since the story days. I'm curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5770.0,2026-08-17 20:50:56,@vedicvixen,,What in Paia…,neutral,vader,Free,"curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5771.0,2026-08-17 20:50:57,@matisari7982,,bruh wth,negative,vader,Free,"curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5772.0,2026-08-17 20:50:58,@Goddill,,420 bro! ,neutral,vader,Free,"or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs?",true
5771.0,2026-08-17 20:50:57,@Sereous313,,Portland in the building!,neutral,vader,Free,"curious to see if he's worked on his act or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free.",true
5773.0,2026-08-17 20:50:59,@nevergiveup9321,,If her corn is anything like her comedy their must be trains involved ,positive,vader,Free,"or he's on a skateboard. Let's see how this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs?",true
5774.0,2026-08-17 20:51:00,@z28diablo,,he better not do a trick off the chair,positive,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo,",true
5774.0,2026-08-17 20:51:00,@JimboTheComic,,His name is free ,positive,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo,",true
5774.0,2026-08-17 20:51:00,@HeardItOnTheCoconutWireless,,lol,positive,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo,",true
5775.0,2026-08-17 20:51:01,@alisonwayland6057,,LET CHAIR PERFORM,neutral,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo,",true
5775.0,2026-08-17 20:51:01,@CarlCramer88,,This comedy club would’ve collapsed a long time ago if it wasn’t for that chair,positive,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo,",true
5776.0,2026-08-17 20:51:02,@No4oo,,Israels greatest soldier ,positive,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free.",true
5776.0,2026-08-17 20:51:02,@McMisfit,,he was a skater girl,neutral,vader,Free,"this starts. Ladies and gentlemen, give it for free. Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free.",true
5778.0,2026-08-17 20:51:04,@JFK-2027,,Temu undertaker ,neutral,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free.",true
5779.0,2026-08-17 20:51:05,@ONWARD24seven,,oh wow,positive,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like",true
5781.0,2026-08-17 20:51:07,@SirCreamsAlott,,he's a bros bro,neutral,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like",true
5783.0,2026-08-17 20:51:09,@vergefavjr3436,,Oh no,negative,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a",true
5784.0,2026-08-17 20:51:10,@I_AM_VISION_ICONIC,,he was on the short bus on the way to school,neutral,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right?",true
5784.0,2026-08-17 20:51:10,@S.D.L-m1j,,He brought a prop:eyes:,neutral,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right?",true
5787.0,2026-08-17 20:51:13,@mrogersm10,,more props let's go,neutral,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many",true
5792.0,2026-08-17 20:51:18,@HollywoodStar2026,,"glad the ""comedy"" is free",positive,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy",true
5792.0,2026-08-17 20:51:18,@Baconstrip69,,Please re freeze incino man ,positive,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy",true
5793.0,2026-08-17 20:51:19,@Kingzephyr45,,I love a good gimmick cause of lack of talent. ,positive,vader,Free,"Why don't we get like intro songs? >> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy",true
5794.0,2026-08-17 20:51:20,@ineverlutes,,buckle up chat ,neutral,vader,Free,">> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended",true
5794.0,2026-08-17 20:51:20,@kp862,,lets go,neutral,vader,Free,">> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended",true
5794.0,2026-08-17 20:51:20,@Grimm_Destroyer,,your already not funny,negative,vader,Free,">> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended",true
5794.0,2026-08-17 20:51:20,@FrankieD-mj3ew,,no that is cultural appropriation lol,positive,vader,Free,">> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended",true
5795.0,2026-08-17 20:51:21,@Goddill,,Shakka braaaa,neutral,vader,Free,">> All right, we came here. Check it. Yo, Larry Dream. All right, my name's Free. Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended",true
5800.0,2026-08-17 20:51:26,@ONWARD24seven,,at least his socks match,neutral,vader,Free,"Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the",true
5801.0,2026-08-17 20:51:27,@matisari7982,,he's free of comedy,positive,vader,Free,"Um, I like to do hip-hop, like freestyling. So, uh, life is like a freestyle, right? >> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the",true
5806.0,2026-08-17 20:51:32,@Andrea-rx8bf,,Dressed like a Vans shoe,positive,vader,Free,">> And like, this might be a TED talk, and if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like",true
5807.0,2026-08-17 20:51:33,@anthonyolsen3079,,do a kick flip ,neutral,vader,Free,"if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like",true
5808.0,2026-08-17 20:51:34,@Goddill,,Shakka bra:call_me_hand::call_me_hand:,neutral,vader,Free,"if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like",true
5808.0,2026-08-17 20:51:34,@CarlCramer88,,"If Hawaii looked like a person, this is it right here",positive,vader,Free,"if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like",true
5808.0,2026-08-17 20:51:34,@Sereous313,,an uncle cracker video.,neutral,vader,Free,"if it's not funny, I'm sorry. How many minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like",true
5811.0,2026-08-17 20:51:37,@JFK-2027,,Carrot bottom ,neutral,vader,Free,"minutes we got? Three. Check the mic. So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like",true
5812.0,2026-08-17 20:51:38,@FridayTheBoxer,,You know he jerks off to anything tony hawk related,negative,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like",true
5812.0,2026-08-17 20:51:38,@MissTessaMarie21,,Jesus Christ..I can smell the weed and nag champa insense from here :flushed_face:,negative,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like",true
5813.0,2026-08-17 20:51:39,@Goddill,,:call_me_hand::call_me_hand::call_me_hand::call_me_hand:,neutral,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed",true
5813.0,2026-08-17 20:51:39,@McMisfit,,do a flip,neutral,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed",true
5814.0,2026-08-17 20:51:40,@pijinFPS,,this who Avryl Lavigne was signing about,neutral,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed",true
5815.0,2026-08-17 20:51:41,@Kingzephyr45,,I haven’t worked for a year. This shit is easy. ,negative,vader,Free,"So, um, got my sunglasses on. I'm a shy dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed",true
5816.0,2026-08-17 20:51:42,@z28diablo,,Need to start handing out tomatoes,neutral,vader,Free,"dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed",true
5817.0,2026-08-17 20:51:43,@streetvegan,,your not my real dad personified,neutral,vader,Free,"dude for the most part. But, um, I ended up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my",true
5818.0,2026-08-17 20:51:44,@rocjames1,,I thought it was a ventilator first time. I guess they had the hand in,positive,vader,Free,"up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my",true
5818.0,2026-08-17 20:51:44,@S.D.L-m1j,,I smell weed and hear Bob Marley,neutral,vader,Free,"up breaking down back here. I was like under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my",true
5821.0,2026-08-17 20:51:47,@ineverlutes,,damn lol ,neutral,vader,Free,"under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you",true
5822.0,2026-08-17 20:51:48,@EricNelson1236,,Avril Lavignes bf,neutral,vader,Free,"under my car earlier. I went and got the shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you",true
5824.0,2026-08-17 20:51:50,@Stillear,,bro got mismatched shoes?,neutral,vader,Free,"shocks that are like long overdue and I just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can",true
5826.0,2026-08-17 20:51:52,@CarlCramer88,,I bet he’s vaccinated with 83 booster shots,neutral,vader,Free,"just been working a lot. I worked like 28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like",true
5828.0,2026-08-17 20:51:54,@vedicvixen,,Blunt laced Fentanyl vibes ,neutral,vader,Free,"28 days in a row and my body just like shut down. Thank you. Yeah, I do construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ]",true
5833.0,2026-08-17 20:51:59,@FrankieD-mj3ew,,he worked 30 days. how impressive  :grinning_squinting_face:,positive,vader,Free,"construction. Shit's hard. It's like massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least",true
5835.0,2026-08-17 20:52:01,@Sereous313,,Guy eats edibles as vitamins.,neutral,vader,Free,"massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's",true
5835.0,2026-08-17 20:52:01,@kane44tree,,double kick flip,neutral,vader,Free,"massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's",true
5836.0,2026-08-17 20:52:02,@HollywoodStar2026,,Does everyone have only one name in Maui?,neutral,vader,Free,"massage, drugs, [ __ ] sex, drugs, weed split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right,",true
5838.0,2026-08-17 20:52:04,@LifesAScript,,"Looks like broski wishes he could surf, but never gets in the ocean a moment of his life because he's afraid of sharks.",positive,vader,Free,"split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200",true
5838.0,2026-08-17 20:52:04,@I_AM_VISION_ICONIC,,I rather see a :skateboard: trick :rolling_on_the_floor_laughing::hundred_points:,negative,vader,Free,"split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200",true
5838.0,2026-08-17 20:52:04,@matisari7982,,kinda want him to slip on the board,neutral,vader,Free,"split. I'm just kidding. Uh seeing my son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200",true
5839.0,2026-08-17 20:52:05,@JimboTheComic,,Free doesn’t see his son stop it ,positive,vader,Free,"son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200",true
5839.0,2026-08-17 20:52:05,@Kingzephyr45,,Boof,neutral,vader,Free,"son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200",true
5841.0,2026-08-17 20:52:07,@ScottB-i2t,,ego is not funny. ,negative,vader,Free,"son is the main thing that keeps me going in this life to be honest with you as a father. And I can speak that. I can say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um,",true
5846.0,2026-08-17 20:52:12,@Kingzephyr45,,Verge,neutral,vader,Free,"say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the",true
5846.0,2026-08-17 20:52:12,@ineverlutes,,:face_with_spiral_eyes:,neutral,vader,Free,"say all the things before, but like standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the",true
5848.0,2026-08-17 20:52:14,@JFK-2027,,Looks like that mf went thrift shopping with old girl ,positive,vader,Free,"standing here on this [ __ ] skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago,",true
5851.0,2026-08-17 20:52:17,@vergefavjr3436,,Rappers rap,neutral,vader,Free,"skateboard, if I fall, we're going to add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had",true
5853.0,2026-08-17 20:52:19,@Goddill,,What,neutral,vader,Free,"add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had",true
5853.0,2026-08-17 20:52:19,@Baconstrip69,,He bought those shorts with stains on them ,neutral,vader,Free,"add a laugh. It's going to be at least one laugh if I fall, right? Somebody's going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had",true
5856.0,2026-08-17 20:52:22,@EricNelson1236,,my son being my skateboard,neutral,vader,Free,"going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke",true
5857.0,2026-08-17 20:52:23,@rocjames1,,"Whoa, is that kid rock?",neutral,vader,Free,"going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke",true
5857.0,2026-08-17 20:52:23,@ineverlutes,,ok this is epic ,positive,vader,Free,"going to laugh in my ass. All right, I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke",true
5859.0,2026-08-17 20:52:25,@CarlCramer88,,Freebase you mean jimbo ,neutral,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke",true
5860.0,2026-08-17 20:52:26,@S.D.L-m1j,,Very 2009,neutral,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house,",true
5860.0,2026-08-17 20:52:26,@FrankieD-mj3ew,,nah he's doing a shove it,negative,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house,",true
5860.0,2026-08-17 20:52:26,@Goddill,,With the baby in her arms ,neutral,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house,",true
5860.0,2026-08-17 20:52:26,@Sereous313,,he met his wifes Bf. what a hero,positive,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house,",true
5862.0,2026-08-17 20:52:28,@Kingzephyr45,,"This man is broken, verge. ",negative,vader,Free,"I'll laugh. Um, so yeah, I pay like $200 a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house,",true
5864.0,2026-08-17 20:52:30,@I_AM_VISION_ICONIC,,you got a weak pullout game huh:rolling_on_the_floor_laughing:,negative,vader,Free,"a week to see my son for two hours. Um, I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping.",true
5865.0,2026-08-17 20:52:31,@vergefavjr3436,,Don’t explain ,neutral,vader,Free,"I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping.",true
5866.0,2026-08-17 20:52:32,@matisari7982,,she should have got the milk,neutral,vader,Free,"I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping.",true
5866.0,2026-08-17 20:52:32,@vedicvixen,,Pillow Bottom Sorry not Sorry ,neutral,vader,Free,"I don't want to get too far into the political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping.",true
